Variable,CC,RMSE,SI,BIAS,MeanAPD,StdAPD
TSS_OUT_P,"PearsonRResult(statistic=-0.0700395290388926, pvalue=0.389627249781699)",1.41772168613573,0.46216911675934536,0.17619182486772816,31.169823901574762,34.66793169082894
COD_OUT_P,"PearsonRResult(statistic=0.19027171477248908, pvalue=0.018483184060610204)",3.2395809551161876,0.2652112119539072,0.895080197652181,23.65449587975133,14.979031092423439
