Variable,CC,RMSE,SI,BIAS,MeanAPD,StdAPD
TSS_OUT_P,"PearsonRResult(statistic=0.6368366867596688, pvalue=4.387631452319911e-134)",2.506975882541588,0.46302717050561754,0.12324766050535771,36.205032399297984,36.304878935829095
COD_OUT_P,"PearsonRResult(statistic=0.43966072391763217, pvalue=1.7491446817570173e-56)",2.617196826326485,0.19804861458176456,0.12605355118971606,15.725611996491883,13.027859361846922
