Variable,CC,RMSE,SI,BIAS,MeanAPD,StdAPD
TSS_OUT_P,"PearsonRResult(statistic=-0.1643261891426154, pvalue=0.1944453035071745)",2.7104240805405833,0.7630423315005129,0.5301410894437251,56.93913953050742,50.11905704756034
COD_OUT_P,"PearsonRResult(statistic=-0.12900021080362492, pvalue=0.30967021864820643)",4.502155025173918,0.31512007831702615,-1.6725484728813171,25.224035712952606,15.029919607125482
